MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,Chroma_STFT,Age,Gender
-346.7689,107.09516,-10.015567,22.787493,1.6768357,-1.6157256,7.4938583,-19.833109,-6.130932,-4.4195232,-19.561064,-4.1998487,-5.961344,-13.77656,-2.0204892,-0.4676611,-5.823201,-1.1550893,-3.03664,-8.448187,0.06324516,2548.824405112136,2150.0639485836723,4872.2281998502995,0.08535419395583832,0.45161957,18,1
-352.72723,196.45175,15.352299,1.6022059,21.478043,12.101001,7.62571,-4.8599796,-7.438981,3.4608517,0.298666,-6.8606024,-3.172214,3.45772,1.6954935,-4.40167,-2.0477664,1.8436626,-1.6985322,-4.4823327,0.07078615,852.7439328782386,1093.257073374506,1634.406887755102,0.020279864875637755,0.4460011,19,0
-370.22495,152.80475,-0.21977454,36.223152,22.862276,-10.092308,6.0125413,-6.2718515,-6.7445383,4.779361,-9.622143,-11.734993,-8.489603,-8.810401,0.4088369,-3.16058,-6.7259336,1.5734241,-4.87546,-6.7847705,0.06094948,1682.2355522213734,1732.2851665109167,3300.0318336162986,0.04698359905560272,0.46012616,19,1
-461.28247,137.2123,-15.685862,30.211933,13.171012,-8.803106,7.206293,-12.252916,-7.8444543,-1.8370866,-12.671715,-3.1778452,0.058061283,-2.048205,0.652344,-3.990406,-5.6040406,-3.8938153,-7.953512,-8.05626,0.02025032,1999.472102355417,1875.700122069239,3797.8251689189187,0.05473368876689189,0.4375927,20,0
-429.15634,146.05334,47.91289,8.978966,7.594756,8.147658,7.943384,3.826265,0.83851635,0.66770583,-5.0518546,-10.763375,-9.053107,-5.0238853,-1.8420312,-0.27014008,-1.5910736,-2.4886017,-1.7561566,-1.4950638,0.048264265,932.4782154948857,1141.5196549013713,1736.9128184713377,0.022593115545382167,0.4871504,20,1
-582.8986,115.504486,-9.485779,37.46046,8.57358,-19.05976,2.7757075,-19.523762,-19.443832,0.4989578,-8.562496,-12.636364,-7.7729125,-3.4410002,-1.6292497,-6.699035,-5.917714,-1.9197211,-8.022706,-8.583575,0.006536191,2367.3729161865444,1976.4158200405868,4340.761382004311,0.0746002197265625,0.35943642,21,0
-351.71848,162.67719,-27.45014,25.364588,22.944836,-9.495561,-1.3796247,-7.5240307,-4.864661,-12.21408,-12.602749,-2.5021682,-14.758982,-8.10062,0.63251114,-13.068134,-5.444364,6.005002,-5.6124954,-8.344551,0.05924911,1851.827155794783,1629.083785579816,3402.269616788321,0.05370808622262774,0.4095156,21,1
-395.99725,95.2444,-21.897806,30.590351,-5.270052,23.049316,-14.410925,0.83165777,-14.366573,-10.579475,-2.0368137,-18.410395,-10.32969,-6.695658,-9.953132,-11.365202,-5.302107,-13.34714,-7.934429,-11.092481,0.03290402,3423.1528430678495,3268.2659541691187,6415.457167170953,0.08105542620083207,0.36283088,22,0
-347.05212,170.53331,-15.732991,14.580862,24.134954,4.419512,7.9758167,10.205435,0.57076526,-4.9078765,-5.9689,0.67652255,-0.47496173,-5.8772993,-4.2716837,-2.214624,-0.61526716,-0.33488888,1.4223659,-3.4631717,0.047910146,1773.1853587026455,2119.235794747483,3312.8681282722514,0.04243956560863874,0.4981541,22,1
-369.7775,129.49135,15.184037,20.77378,11.325765,-14.609882,-26.602814,-9.591635,-10.604333,-18.693066,-14.273367,-11.509066,-16.56166,-8.028685,3.6123426,-2.6494458,-1.98524,-2.274489,-4.8880644,0.14126629,0.08245673,2088.4990730657155,3185.6198324711945,4186.592109770236,0.040445002898397975,0.2796342,23,0
-279.92435,163.86017,1.4641585,48.989517,14.918613,-14.452704,7.3457775,-19.535624,-16.48427,-1.9577599,-10.41523,-0.56741506,-2.4398024,-8.56449,-2.14588,-10.280422,-9.929728,5.6771426,-1.1259968,-9.594437,0.16558214,1637.5148166447016,1739.4200529968907,2975.3832547169814,0.046941025452044025,0.3995348,23,1
-651.45215,98.465744,16.838427,18.977379,20.851086,12.491918,4.1941223,-8.219129,-3.3345544,-0.90548503,-6.052771,-1.6655811,-0.9434942,-1.5086069,-0.4038272,-6.5434213,-7.6230917,-2.2546782,-4.2751374,-7.6913633,0.0064137443,1674.224216021647,1836.8457979900782,3468.8787774725274,0.043653774610805864,0.5519278,24,0
-381.2052,148.06512,16.26062,19.30662,4.301901,10.784857,0.9891836,13.869753,7.239197,-11.826327,-1.9456726,8.509622,1.0742178,2.492523,4.6445932,-3.6654866,2.4899256,-3.4965534,0.57345307,-2.9228382,0.04838431,1965.6312231031727,2523.3076220348303,3346.8282418952617,0.04396723036159601,0.5772802,24,1
-475.7916,113.21137,-8.318798,33.65274,12.394112,-12.656778,8.358452,-4.2049613,-4.6352134,2.4236786,-13.914639,-19.117554,-14.258521,-13.603606,-9.9709635,-0.22531688,1.8413657,-6.799467,-8.326695,-4.3054156,0.027578466,1987.8065085997703,1733.0379218316302,3718.3354591836733,0.05483431653911565,0.33017826,25,0
-521.2334,98.07166,5.278939,50.723545,-15.853404,33.209816,-9.849757,14.289727,-6.8627896,2.0509765,1.2274817,-7.8650646,1.0783917,-5.615698,6.7211766,-3.8762157,7.1860566,2.511345,5.6852236,3.7552366,0.0043002972,4748.586853876901,4527.4952540337,10266.88550420168,0.11378348214285715,0.5678868,25,1
-498.27377,112.85502,24.508394,18.243797,9.944667,-6.4840727,-2.3920763,-7.09795,-11.172053,-4.312392,-6.275179,-5.9157753,0.92319125,-3.1830819,-4.148811,4.088094,-0.39222097,-7.3691807,-1.450586,1.2575885,0.01957383,1493.3294766102986,1430.2960088984962,2578.245501285347,0.04640868513014139,0.39981133,26,0
-341.3593,174.20554,-1.4674121,19.590336,11.619993,5.101261,-4.0204163,-3.159997,3.1689649,-10.599772,-11.279098,-0.9403593,-5.193698,-10.834376,-2.0892556,-2.0545623,-3.3457463,0.57175136,-1.7740166,-5.4130893,0.0482215,1494.96392208865,1942.6917291194727,2800.819728818747,0.035275929181315925,0.39924753,26,1
-306.2666,115.734215,-1.7894869,16.825197,-6.97432,-1.0273359,-15.588875,-3.7785408,-6.404124,-17.139738,-7.537425,4.11737,-8.353712,-4.3066735,5.419087,-7.11864,-0.5215272,-1.0466796,-7.50205,-2.8752544,0.062655,2593.030196552168,2803.2351297853224,4699.818772536058,0.06353021978021978,0.3132293,27,0
-320.12372,127.62948,-16.375332,27.272562,-1.0689425,9.100019,-2.1713831,0.7294291,10.607796,-4.285534,-6.5778317,7.782949,3.3185382,0.17374472,7.1660867,1.1810061,2.7645154,4.5034914,1.2742071,-3.014435,0.038302854,2638.6580114863073,2842.1926464557787,5226.208552870639,0.06449854651162791,0.44735467,27,1
-177.06793,168.86803,-26.290043,43.59587,-9.155785,13.832695,-16.588387,4.532851,-5.252595,-0.7343165,4.4087024,-1.6347684,1.128704,2.4921148,-2.6954498,-7.767427,-2.2107403,-3.4141984,-7.5159636,-7.0363135,0.13191485,2164.666266904883,2570.20135156593,4069.5012166381,0.051973976187561215,0.39205346,28,0
-237.97836,158.94443,-22.26791,29.592968,-0.79133934,8.089843,-13.886935,0.93626374,-6.3550806,-3.1776202,-5.9132924,2.1418881,-0.079313554,0.27034596,4.7817965,-0.5746138,-0.26148865,-1.9425592,1.5339541,-4.953005,0.10440701,2091.243319054057,2603.602177716581,3990.6961807763223,0.04445644312690743,0.39671254,28,1
-223.07512,149.90857,4.35286,40.897495,-6.8067174,0.95831466,-12.502102,0.47312844,-6.461076,-7.21388,2.7753117,-2.1238863,-2.9314637,-0.6164943,-2.5111806,-4.3851676,3.0502038,-4.366088,-5.4681444,-0.8604677,0.16258991,2133.8388185237504,2658.2213879133105,3978.3486072257097,0.05050278043122271,0.3859821,29,0
-428.31418,169.29839,18.528757,14.883468,23.97851,5.4884605,8.188015,9.69781,3.8641453,-4.125546,-8.59437,-2.283003,-6.5213394,-14.165679,-6.844236,-4.023737,-4.721035,1.8850368,0.058946293,-6.6810226,0.03490314,1070.776268223304,1338.005580238831,2081.143465909091,0.024344867563502674,0.49170285,29,1
-446.37653,146.05684,27.461409,19.019276,6.5828037,18.96536,1.633655,5.102201,-4.1116514,-8.42481,-6.338061,3.9816675,4.973659,-2.3124576,7.7030473,-11.9635105,-2.0806472,6.153836,-6.482058,-3.2446709,0.021378716,1663.131943983894,2164.5172298751995,2943.381539879647,0.04086410110251674,0.45524144,30,0
-362.1065,122.25342,-7.4203315,18.864964,-2.3212154,31.631645,-8.301002,-11.47657,-11.405029,-6.846357,-5.1532774,-8.440901,-11.122186,-6.7725925,-0.41834086,-5.089916,-5.9706354,-3.0071814,3.1263285,-4.6329675,0.03308587,2596.8187117728526,2854.571604127104,4980.261684559628,0.0680570038977024,0.40553173,30,1
-341.18442,121.78642,-25.778915,5.3557158,-14.070336,-11.841103,-19.619654,-9.548466,-6.2639747,-17.197731,-5.104368,-4.3591886,-12.541135,-4.031134,-5.7167454,-13.054347,-6.4280086,-4.313425,-8.290095,-9.834637,0.05007626,2419.0012310357365,2391.650188225699,4336.307112277476,0.06718629063467492,0.31501803,31,0
-462.20517,153.41296,2.5738983,0.115219,5.372684,-0.8170659,-1.0034372,-14.001902,-7.2682405,-5.391271,-14.815336,-5.6670136,-6.4056163,-7.7472124,5.8820267,-1.5717605,-13.730596,-5.43594,0.9352249,-3.4358728,0.019014493,1304.1588777357215,1411.1671833970781,2418.425346744218,0.03410268102973568,0.37378252,31,1
-329.3228,133.7773,-27.170206,49.130596,-11.57034,24.464825,-6.2549915,-9.422213,19.509407,-12.35072,12.841462,-1.4107865,-2.73534,1.8751409,-7.8745875,-0.12879986,-7.427105,2.740036,-4.574882,-4.9899716,0.031384826,2864.313809714819,2789.6904769634766,5810.327478357263,0.08145718961148649,0.4185531,32,0
-425.8681,116.677956,15.713991,27.6984,4.4381204,6.119286,6.879425,7.301366,-1.1945205,-0.43632564,1.2877562,-5.7578516,-3.6384995,-1.4808415,2.0780458,-3.6724777,-6.018032,0.9488551,0.09610709,-5.1084414,0.021964267,2002.6451140612178,2436.75569800942,3783.2510794607356,0.05050905504473161,0.549905,32,1
-327.61905,123.61208,-10.82643,18.06031,-15.32179,-10.945957,-24.413128,-5.165182,-13.572407,-7.883003,-4.7992964,-5.8663535,-10.829269,-5.689581,-8.891468,-9.357212,-1.9401691,-8.526181,-7.96079,-10.083466,0.045525707,2701.5137111170347,3013.1174286220703,5002.175532875723,0.06495094876823562,0.32586685,33,0
-506.73218,94.31657,11.629534,29.246416,12.228013,22.52415,13.9923115,11.40257,10.007267,5.7982435,3.4554265,0.27804032,2.3125534,-0.1225927,3.2901492,1.1415105,-2.9856226,1.3610955,2.7972257,-1.490851,0.012935143,2031.935820371442,2727.5449994684345,3899.641765934406,0.03776901127612761,0.58892965,33,1
-295.29233,137.03424,-37.703762,24.285812,-10.161963,-2.2653835,-15.367711,-10.371892,-4.914759,-11.690213,0.96246624,-10.053597,-3.7626565,1.6590917,-9.608758,-7.4229283,0.9953006,-5.848123,-7.9505877,2.8897126,0.05587809,2470.9990490069513,2492.21907995141,4762.104220533167,0.06337045478185925,0.32301837,34,0
-356.85706,130.67455,-14.680942,24.710762,-6.280765,41.3346,-7.4251156,-16.60299,-6.316019,1.5518892,-9.744191,-9.060523,-1.5998635,-5.318552,-1.1090539,-4.8045487,-1.2081906,1.6957798,5.1259313,-2.0635905,0.033351455,2689.079000680857,2833.4309927453146,5055.055679581739,0.07362585758166569,0.41704968,34,1
-285.0473,150.42982,-29.726536,41.76526,11.001056,6.8509264,-7.4847856,-7.1828995,-5.5808597,-21.419754,9.747372,-6.3591285,-10.068224,-1.8002855,-9.633721,7.3900585,1.6475382,-3.9508371,-3.2498548,-2.8684545,0.07406237,2198.0554346033846,2176.8490035586087,4175.6758356524615,0.06416176533689683,0.3641204,35,0
-307.7472,93.80018,-20.437223,45.241566,-1.8375303,13.836514,4.1125994,6.454154,-6.0728774,-1.3844184,-0.6247067,-7.8950253,-1.9332486,-6.9359765,0.57758105,-2.7863631,-6.9529295,-1.1089485,1.1502755,-6.5836926,0.06720545,2953.995453868573,2991.039594397569,5849.826046758008,0.06911714525270382,0.48588988,35,1
-266.42523,137.69334,-35.07528,49.233036,-3.4390101,22.954496,-4.769494,8.145728,2.0171943,6.85581,2.461054,2.8758502,6.925924,-1.8816563,7.5273423,0.6561913,2.4655883,-0.11211142,5.766237,-0.94186103,0.046362013,2845.519819347179,2923.96474364244,5559.496450216573,0.06588501508073295,0.56625515,36,1
-339.32706,161.90045,-23.856453,44.078445,-4.950018,-5.4268584,-6.6335783,-5.1675444,-3.4345086,-12.899071,5.616276,-5.458869,0.6451428,1.3729143,-9.419431,-0.05158075,-1.3208913,0.22650784,-2.5639215,-2.589329,0.0331218,2096.4138968745315,2392.751726631131,4175.800620151708,0.04914303380302435,0.32328954,37,0
-243.31348,142.34305,-31.21842,41.67175,8.409821,-11.678516,-1.4219326,4.726805,-10.844856,-19.251911,-4.241909,-1.9817879,-2.3659782,6.7424526,1.5654176,-7.2890964,-2.9275281,0.6729127,-2.4953318,-7.1867623,0.09232943,2328.980037848707,2372.9135057654044,4611.42320879411,0.06049688198931411,0.38134894,37,1
-351.02945,161.82088,4.3399014,13.698786,6.462299,17.816904,-2.4492216,2.1291022,7.096955,-0.943462,0.73709834,6.844829,0.99266475,1.5043977,3.4363122,-0.34801853,0.13006109,-1.03401,-0.111787625,-2.6432872,0.03856667,1675.4551794976835,2262.666637021495,3061.236098518745,0.035580874387716656,0.5019975,38,0
-323.52682,131.98889,-7.788529,15.742195,-11.489375,4.138467,-14.34054,-20.75962,-8.741491,-10.175202,-10.15402,-7.644084,-6.7943673,-3.300754,-4.271206,-9.135975,-2.5846822,-4.0874534,-6.2561984,-3.8088646,0.068287924,2608.425536928172,2713.244777940121,4858.178274561971,0.07436160556796802,0.38116202,39,0
-283.80164,159.75327,-7.49106,36.935574,8.752219,2.7958534,-10.570069,-12.177923,-7.727113,-12.68256,-7.3542724,-4.4253654,-8.327981,-1.4727833,5.447374,-6.0774436,-3.2458055,7.4111814,-0.8413915,-6.6339493,0.091994755,1927.3931072332277,2339.336927890144,3580.6973511282586,0.04459547351512543,0.33698285,39,1
-280.3532,118.207695,-27.839771,38.001617,-15.206425,11.8675995,-21.671883,2.7836454,-15.500406,-12.335572,-10.200943,-5.5699086,-7.9317336,0.53678054,-2.8930264,-9.821941,1.654198,-3.960633,-2.3402572,-7.781244,0.045401447,3319.000112342593,3230.085633684334,6271.378916317654,0.09380411364368557,0.37541032,40,0
-364.37393,158.60812,-6.094951,29.561632,6.675017,1.4043399,-10.929246,12.011,-2.198215,-4.7553425,5.295751,-3.6283035,-5.3539586,-0.28876463,0.5520679,-5.672416,-0.13393137,1.9672354,-2.1056256,-2.4606812,0.0265471,2092.819926718119,2571.598189543352,4059.450495793269,0.04630408653846154,0.41520745,41,0
-228.59824,162.52087,-22.627756,37.73149,-0.14173953,1.0443057,-7.293488,-6.040703,-3.1524875,-7.228326,-2.8539994,-0.44710097,-2.5329678,4.7350183,7.8631945,-7.464881,-5.844526,4.532285,3.0034895,-4.913471,0.13624772,2045.8727771362228,2190.9833930278496,3782.1746048229243,0.053524586899126,0.35029936,41,1
-282.71338,139.36276,-8.479642,13.031743,4.3980336,-6.426455,-3.5647852,4.046549,-2.143416,-10.418237,3.931511,8.1999855,2.4424775,1.6305689,3.748464,1.5158958,2.607461,4.2616367,1.8928862,-0.53030646,0.060694657,2042.1106648252965,2268.8726438902986,3926.1486309404954,0.052048418958238245,0.38638884,42,0
-346.8532,115.52966,9.635816,48.76543,11.404877,30.878237,10.379588,7.457276,-1.4091433,-2.6957433,3.8213143,6.719568,1.7812451,-2.6863966,5.157313,-3.3827262,-1.6538721,0.6133287,-1.3685739,-7.141869,0.069088995,2048.9973033550186,2761.582266283339,3811.471708694307,0.04111795456889439,0.54515606,42,1
-263.0482,119.70088,-28.747982,39.159073,-7.162581,11.588212,-22.27085,3.6063483,-7.7179065,-10.6388855,-3.9311438,-3.0245662,-9.843474,-3.7066495,-1.4075941,-10.198205,3.0173671,-3.0369463,-3.2847366,-1.6428908,0.06431051,3195.743994314404,3213.8738494626623,6293.445903483927,0.08171003308563787,0.37578347,43,0
-277.79913,102.51272,-21.87945,54.216614,11.441401,22.727537,-15.336974,-6.0689044,-8.318451,-11.703432,-9.541025,-8.433336,-1.5705099,-9.984222,-0.18665968,-4.313449,-6.94692,-2.9043415,-2.1152034,-6.842862,0.08709192,2948.0126689797976,2866.2303321444892,5450.8530335608475,0.07558364195641527,0.36893347,43,1
-332.78918,152.89917,-0.715165,30.029501,10.042772,8.859757,-8.025116,-7.3554077,-9.530175,-9.230462,-0.81582975,0.694613,-3.415826,-5.029803,3.2746913,-6.442494,-1.2332963,0.1537637,-3.6006985,1.7483851,0.043715786,1907.7874489803237,2346.2894673180076,3715.8271811188315,0.04286710551971072,0.39890382,44,0
-269.88736,114.3932,4.2775497,53.71467,9.686512,25.880203,-14.399716,-2.243806,-6.968892,2.6834455,-7.7565985,0.15278621,-2.401486,-0.35832283,3.2379,-7.1958413,2.2934813,-1.6879236,-1.7835116,-8.034816,0.104937054,2756.673492184783,3042.8678097309657,5111.9856550886825,0.06409644507789039,0.44991016,44,1
-474.2455,113.32099,-1.7520285,8.826341,7.678136,-5.9654994,4.076894,-9.532178,-14.1614065,1.0136158,-4.8573537,-8.991468,-1.006419,-3.6045413,-6.3233047,-3.0656865,-2.8355522,-2.7360702,-3.530787,-4.9917216,0.036426794,1939.6587298021122,1762.8860320011247,3626.7301038062283,0.06224318771626298,0.4612264,45,0
-231.16077,130.45415,1.5134846,50.518524,4.122156,19.430885,-12.820791,-2.131046,-6.3801475,4.279217,-7.9468904,0.5960698,3.2874901,-9.801788,-5.939757,-8.051586,-0.44390252,-2.1763713,0.766419,-7.851666,0.14517637,2524.3743488196187,2897.2985736521086,4859.544248665859,0.058831879829099,0.4137577,45,1
-312.9742,123.64017,3.901825,20.22581,-8.77379,6.7314515,-17.680452,-3.6883137,-3.8361742,-11.55465,0.4595648,1.215691,-0.6341115,2.7285683,2.1081998,-3.6175766,5.8480067,-0.9061145,-3.766115,-1.9506136,0.053124376,2721.525761231863,2743.219383434229,4879.315452507115,0.07629752916229779,0.36936733,46,0
-460.00735,120.66264,17.50702,40.847214,5.853827,-5.9970603,4.448694,-12.766715,3.4243917,-4.587438,-22.232271,-1.2529851,-2.8815684,-8.064346,2.2384264,-3.3575232,-6.031418,-1.3723959,-1.8929913,-2.7085383,0.037603755,1958.784999922617,1948.1480883974464,3629.279384328358,0.05789922458022388,0.4402686,46,1
-282.16888,144.52791,-32.690254,13.808092,0.5002013,-9.076496,-15.637876,-11.947913,-11.531993,-14.957344,-10.58573,-8.950062,-12.121178,-9.441314,-7.743636,-8.77025,-5.332721,-5.276434,-9.719941,-5.746983,0.10236929,2089.091709143436,2126.850090731301,3757.6309791815265,0.05568008314015692,0.33645448,47,0
-253.71603,109.4954,1.3048705,52.68701,-6.992785,20.320002,-17.645094,-12.273149,-13.203027,-0.75318503,-12.598241,-4.218248,-5.9008584,-9.450674,-4.9164867,-9.821058,-5.829273,-5.5209513,-2.1737118,-11.525116,0.12006786,2898.096707759599,3142.7094440150026,5546.275281970828,0.06682099092605157,0.37823334,47,1
-390.32587,117.65007,-0.055001475,29.836872,-45.18626,-0.17748737,-12.859979,-14.819231,-6.780275,-16.803349,-15.829542,-8.561272,-0.6939655,-16.28961,-14.074276,-8.972099,-4.917318,-5.3105736,-7.978499,-5.765933,0.035220217,2980.4890534531223,3182.187257555503,5985.189800613497,0.06542070072852761,0.32792467,48,0
-320.52466,117.10332,-15.971626,43.692257,1.7332908,31.544891,-7.0542574,-8.156266,-3.0671003,-10.542556,-12.869612,-5.319962,-4.1454225,-11.506828,-4.599327,-4.21723,-7.569593,-4.878178,-2.424924,-8.086176,0.07682088,2869.7604279122534,2860.006180691857,5317.569971710835,0.07954098508833646,0.43823704,48,1
-369.14862,143.18005,8.99357,16.844471,-22.377857,1.2293582,-7.790083,-19.37833,0.099983975,-5.937873,-12.685172,-0.29805136,-4.129419,-8.301325,-4.6849008,-6.507007,-2.1144745,-4.781946,-6.710683,-3.779449,0.038389284,2292.616397504855,2441.3298906459772,3946.0239660412262,0.06676927799066244,0.3858341,49,0
-265.79504,112.488556,6.023613,52.033764,1.4487743,18.852022,-13.935287,-3.0145667,-5.113598,-1.6961247,-11.950658,-0.2667874,0.70587516,-3.1594102,0.8454202,-3.8830206,-3.515471,-4.808756,1.7085017,-7.185893,0.12365264,2851.506445963621,3170.278228107324,5495.845208301614,0.06495746422046285,0.44697183,49,1
-391.37265,120.752625,22.83467,10.1304,-6.2444315,9.8811245,-9.982932,-13.822887,-5.988909,-0.6131751,-10.815676,-4.389955,-0.09030062,-6.7268324,-4.120088,-5.3365393,-3.2903965,-0.1126074,-1.6899996,-3.9202285,0.024058087,2891.596291020121,3514.310906027712,5977.173327602716,0.0669251338353064,0.41161832,50,0
-245.72113,120.271736,-2.450972,40.540836,-1.2004402,15.430557,-11.773646,1.5232185,-0.65397036,-9.436961,-8.78957,-5.4447126,-7.9626923,-7.021672,0.94241995,-0.07475758,0.17416526,-1.9025255,-1.3500017,-8.328105,0.13953482,2555.8036878938233,2897.3573636838164,4834.225852272727,0.06091629182449495,0.3947628,50,1
