MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,Chroma_STFT,Age,Gender
-446.67337,134.86835,-19.02444,38.264145,9.125159,-8.979489,20.335348,-9.460109,-11.461091,0.13292114,-19.04166,-21.91723,-10.677539,-4.670254,-4.914307,-3.9857974,-2.5242617,-2.9655912,-3.4466805,-8.569754,0.026205387,2157.8597590406325,1745.0775292673814,3802.765541888298,0.06506802173371011,0.34431878,25,0
-523.15717,97.345345,-2.7440612,46.24273,-12.478531,37.42545,-12.513838,13.576292,-6.92823,2.504744,1.8500429,-3.2591112,1.0553043,0.035111457,7.002484,-1.5793289,8.30231,-1.1468796,9.170665,-0.8177064,0.00374493,4716.217575629272,4544.637202912088,10137.653862478777,0.10893397177419355,0.6220046,25,1
-602.08026,144.45741,39.385742,10.339809,1.0494778,-7.5138707,-0.560772,-3.5646558,-11.768687,-9.047221,-5.869403,-4.950806,-6.220477,-8.800753,-4.2884917,-0.78915,-5.100144,-4.896228,-0.64271724,-0.5771433,0.009244454,1243.5888549693386,1264.755044799649,2157.4921548117154,0.036980664879707116,0.3755788,26,0
-348.41605,167.44673,3.7508273,16.875738,10.253883,3.583278,-1.4557716,-3.2649343,2.7524176,-10.295931,-10.90933,2.1515744,-0.8349274,-6.035855,-2.2871747,-4.027658,-3.0572472,0.71717936,-0.76799244,-3.8701365,0.042031623,1580.8340682696958,1955.8019144222567,2969.2979789994765,0.04063331407013259,0.43190366,26,1
-332.25635,130.51538,-10.428409,18.224945,-6.3821807,7.191439,-22.067251,-1.9496711,-7.6085033,-13.750528,-2.159595,7.3793707,-7.534345,-5.867655,10.675234,-6.4130096,0.039289035,0.5420237,-7.2891617,-2.35047,0.04789684,2718.390170861627,2820.6411980755142,4834.310281065089,0.07445374137080868,0.31717786,27,0
-314.2138,121.620445,-11.295801,22.731161,1.6760782,5.9620085,-6.1687346,-3.3550036,8.45093,-7.0140023,-13.00672,4.0188828,3.6041594,-1.9293041,3.216521,0.570635,1.2089146,0.96969545,-0.44391733,-1.1813956,0.049258716,2602.8752165575493,2703.976798498672,5015.694391196169,0.06817574995305459,0.36830434,27,1
-365.54147,110.43269,-27.55152,33.177494,-12.490157,22.291615,-25.813345,20.341896,-1.6730099,-0.3249952,4.46252,-3.058453,4.782227,-10.45976,6.9388046,-13.832454,3.9461987,-7.2574077,-7.5431943,-2.6360145,0.026662098,3659.1130417051586,3582.2253728050546,7609.6409280711205,0.09950666756465518,0.43665776,28,0
-237.25638,156.2065,-25.304073,40.917007,-7.3095403,10.022635,-8.565765,-0.4200551,-5.3207703,-7.0588956,-4.669679,-1.4803255,-2.7911842,-1.5709101,4.1845856,-0.18240075,1.7724533,-0.72475487,-0.21558356,-5.9726524,0.11101972,2304.359210710646,2412.9865538253057,4198.3534592848555,0.06087834284855769,0.3644349,28,1
-335.12558,132.8327,-50.4446,37.684845,-9.00681,13.700943,-16.795752,2.993126,2.589879,-13.440613,4.081493,3.8112638,-1.434644,-1.6057442,3.369767,-4.7265453,-3.564121,0.6350499,-8.343279,-6.9309845,0.029804055,2837.400957991684,2688.0631835636877,5273.736046311373,0.07646347382264529,0.3485751,29,0
-443.4334,191.90938,7.5105886,9.873148,35.718494,11.154331,8.487608,14.551045,6.115081,-3.0036135,-1.8040581,4.410957,-3.7523136,-12.432695,-5.023983,-2.091247,-2.5287528,3.6396835,0.8331461,-5.2958508,0.034806386,870.8128602104739,1205.816209483678,1708.5975241545893,0.017504214472624798,0.54733354,29,1
-386.9458,91.64227,-36.413578,31.054075,-33.377537,2.1544049,-21.915073,-11.748346,-4.9385223,-16.385729,-0.8994984,-8.605932,-7.978047,-4.904567,-3.3350303,-8.620831,-0.4021525,-1.1389514,-5.5710864,-5.267887,0.025994845,3432.844873291471,2878.235796270588,6363.717965099299,0.09984297639908767,0.30097893,30,0
-368.1741,110.56746,6.455699,25.672197,-0.376624,17.435944,-8.17485,-3.4749663,-9.493232,-6.9312186,-9.107457,-4.893929,-4.010515,-10.352643,1.2155627,-2.4169137,-2.888969,-1.3283106,-0.22433779,2.2322853,0.034441028,2644.870935213779,2992.418727889046,5131.3623046875,0.06810302734375,0.42548993,30,1
-373.32892,129.29895,-47.86847,16.731503,-9.189717,-2.358409,-20.226519,-17.651577,-11.866445,-14.862309,-5.349599,-7.580339,-12.930412,-4.185175,-3.5473454,-12.481628,-7.332134,-3.3108768,-10.770566,-12.532751,0.029234096,2391.363907459075,2285.037449245463,4262.83321544705,0.06288966484022941,0.30087987,31,0
-456.76746,140.28853,16.600426,5.077063,5.9392514,-2.192379,-3.4213371,-14.793609,-11.977612,-3.856003,-6.329276,-5.6962743,-9.145437,-6.8823214,3.2960987,-4.531194,-13.486281,-5.2559314,-0.48972502,-5.462739,0.015336914,1152.315499041859,1388.8606405700077,2085.1427776057544,0.028818518165650408,0.40470064,31,1
-350.61566,142.30833,-8.133631,45.89477,-6.7522836,24.837072,1.2325104,-7.648839,16.980503,-6.4103026,7.3939934,-1.8833919,3.2791247,3.0544791,-5.541585,3.6999762,-4.010849,2.2845595,-3.2882235,-1.9469252,0.029597439,2283.3221741641332,2665.9184777475616,4921.680639686525,0.04956016600039002,0.46869794,32,0
-379.51364,92.57047,10.096037,21.989311,1.3937798,7.221571,0.9704709,2.5224528,-1.6184732,-1.8051699,-0.6909929,-3.6198778,-3.9582658,-3.7183785,2.0480337,-3.5863738,-6.01724,-0.9932575,-0.24548998,-5.26581,0.03998268,2186.3986034391132,2597.02974598269,4303.000933288602,0.05354988722019187,0.51265603,32,1
-365.31696,117.99695,-3.9334545,21.245052,-14.535585,-10.554726,-25.624252,-9.132861,-11.61675,-4.729155,-9.264723,-8.466861,-11.839311,-9.405147,-8.096352,-10.021477,-5.4066296,-12.346304,-12.015136,-12.557218,0.030685008,2756.6690785420274,3154.6062961327734,5269.3826900778995,0.06246464534176873,0.3406994,33,0
-518.77216,88.28003,-0.6069701,29.20048,5.5781775,18.710629,7.0796146,7.226558,5.509419,4.710509,3.5820236,-2.0712798,0.40407732,-3.556402,0.15238367,-0.23088257,-3.5600693,-1.407908,0.72721213,-2.1293037,0.016285371,1907.2998981050312,2405.1659127868747,3853.223381420173,0.036657352258663366,0.4480167,33,1
-310.97385,149.71504,-37.83365,16.649115,-8.770118,-16.179276,-16.526476,0.6466102,-6.640295,-17.000055,-6.2123775,-10.416164,-11.217608,-7.9147034,-1.1696119,-7.522988,-6.464941,0.08758037,-7.5886316,-4.213685,0.054083973,2115.1246390725582,2272.8892761333054,4015.128448340311,0.05038898960825359,0.29846445,35,0
-250.8382,108.69041,-31.94724,61.409977,-10.840617,14.140255,1.4863583,11.782567,-4.334208,-0.24930695,-2.100646,-8.852537,0.06827167,-9.072044,-0.5223046,-1.8883989,-5.917163,-2.1280737,2.1192377,-8.400177,0.07527528,3316.0193968994195,2931.7993411530256,6199.510004049958,0.09278731840510034,0.46088934,35,1
-310.24414,121.24332,-4.314576,40.24897,-16.508924,15.370594,-7.788929,12.730502,-3.4625835,0.94650185,4.089731,-8.557677,5.565929,-6.727121,4.302166,-1.1458495,-2.4885857,1.4889909,0.9095879,-1.7954837,0.037110545,3206.1819611244846,3583.175691285143,7553.966983823992,0.07207965994962216,0.4968598,36,1
-346.02853,155.32082,-16.706951,46.44502,-5.380546,-4.8148584,-7.2028356,-5.607998,-3.57826,-12.940509,5.484993,-7.5530186,-0.9633421,3.0972724,-7.8247347,-1.2949075,-2.0748038,-0.76635337,-4.8020954,-1.9765621,0.027915223,2214.6386510940447,2532.504627953093,4519.234815291049,0.05033105621099844,0.3327831,37,0
-286.69238,141.40657,-13.071227,57.822495,23.496906,0.10019715,6.8328495,9.125723,-1.5642139,-15.273969,-12.970928,-1.6391017,-3.9029963,-1.0940193,1.3266776,-10.619584,-4.1350417,2.207421,-1.7653368,-6.040901,0.06787875,2023.3427104773905,2358.55394431545,4171.960600497498,0.04703651915514776,0.42770183,37,1
-355.3281,151.78415,3.7841022,5.061576,1.1578726,8.744427,-14.603765,-2.7433288,2.2148428,-8.885457,-2.4594488,3.7922926,-1.9206339,-1.2761625,1.2363384,-0.89987886,1.735063,0.90055525,-1.367178,-1.8466309,0.03048277,2236.179191089475,2537.963868783441,4068.835687238858,0.06270673746518106,0.42887813,38,0
-291.85776,175.0845,-12.5355215,34.565678,36.681637,18.956045,0.01412912,-2.2027633,1.5135815,-9.929768,0.7679361,1.8100667,-3.460795,1.9980409,6.2262897,1.6941087,-2.336441,6.7239084,4.8478127,-0.8843049,0.08939706,1333.3164154147232,1747.8739441330554,2615.6508501838234,0.027740119485294118,0.49445722,38,1
-355.45767,147.03403,-11.085842,28.98949,-6.22301,8.817702,-6.2016153,-0.48990655,-0.39390364,-9.022398,-2.5742617,5.1778927,-4.9296827,-4.383055,0.10430083,-2.3625658,3.0379944,1.4055524,2.296122,-0.28655994,0.023834167,2422.730233426388,2902.3039970687387,4751.117356052602,0.05729550398965747,0.43935224,39,0
-291.86212,161.52608,-11.603139,31.750994,4.8412256,-1.3123537,-11.248132,-4.193822,-3.8498716,-11.971291,-4.563246,-2.5823572,-10.725307,-3.2728605,5.78408,-7.6890225,-4.4089212,5.3638597,-3.3014355,-9.911119,0.06820583,1960.3848693169746,2383.4518060765035,3813.5882753314395,0.041725030250420875,0.38561136,39,1
-305.06848,115.65194,6.0977454,10.885695,-16.317783,6.041229,-15.370905,-6.517645,-5.2116747,-11.123488,-3.6207252,3.388491,-5.187637,-5.0199704,-2.6568775,-4.5016966,-0.86143863,-2.824863,-1.4378178,-3.7856662,0.076939434,2868.805402531615,2999.658665278541,5103.9729881607545,0.07794316110487942,0.3583475,40,0
-386.75806,141.31291,-19.306252,33.049522,5.895638,16.675192,-5.0331335,-2.6778376,-8.863934,-6.988517,-4.974696,-8.457573,-6.991164,-8.095069,-3.9867592,-4.1681137,-6.169289,-1.4524258,1.1267099,-9.707959,0.022373714,2226.770942838757,2480.288060676105,4118.0837470794395,0.05775126383789497,0.43619445,40,1
-318.7245,145.33737,-3.1426833,16.88155,-6.410401,5.677263,-17.95981,1.7902131,-6.060281,-15.649902,-12.210254,5.0059123,-5.048376,-8.579674,4.201375,-3.8896608,-3.1286118,1.2761669,-6.1460567,-6.5743294,0.041304953,2655.3640380412326,2744.64605488303,4991.268868242451,0.07573872227822581,0.33263254,41,0
-234.52583,145.54713,-23.529938,43.80054,5.1598186,-1.8639892,-7.607928,-8.310884,-5.691328,-6.9601912,-4.5899844,0.18541726,-3.1445951,-2.1168027,4.0401525,-6.4813204,-5.746253,5.116295,2.7001977,-5.333136,0.12989883,2125.1909611070514,2292.2849337293746,4050.5133798189254,0.05264832276368491,0.3603699,41,1
-285.19186,125.42519,-4.7971396,17.479816,9.601821,-1.182645,-7.8646455,-0.16919923,-3.8359895,-11.2914,0.42259568,4.204434,-2.0349357,-3.888183,2.6861303,-1.0635974,-1.5399083,2.4202857,-0.79675627,-4.1319613,0.08110677,2118.5526643300404,2406.594440167179,4138.338311816909,0.05268163631980162,0.37099835,42,0
-332.89832,109.0188,18.538225,56.788437,9.854516,26.777308,9.143782,2.3199704,0.020049997,1.1125637,-1.1587151,1.9665767,2.8822486,-6.867054,-1.140164,-2.3252273,1.6215843,-2.683471,-5.9225726,-3.88968,0.06894356,2152.8692992549113,2615.4480683508837,3904.9963525978915,0.049662657325731496,0.48845893,42,1
-254.38113,129.58963,-35.46919,36.41623,-6.4027805,11.213165,-18.299162,4.36493,-3.2184086,-11.8286085,0.08240498,-0.08349261,-10.08142,-2.7444088,1.9767942,-9.440178,1.8450522,-0.9167764,-2.8709023,-0.85866904,0.060087368,2938.5566555292335,2944.486558826265,5572.231351264012,0.07689018960175245,0.37141377,43,0
-275.5457,126.4192,-13.866355,51.44744,12.47688,25.16467,-9.969082,-4.468502,-8.516375,-12.653848,-2.1591136,-0.7782253,-1.6712348,-4.9443965,3.3307555,-5.08985,-4.394573,1.8616292,-3.119502,-8.71283,0.08147577,2448.7297544739286,2772.9984852344082,4796.124983162716,0.053150536548132184,0.42279357,43,1
-302.2678,150.41292,-10.701727,27.593792,14.028686,9.358422,-13.728473,-7.594012,-8.33978,-8.750913,-0.5254852,1.7355512,-5.21722,-5.927582,7.602381,-8.549676,-3.7521431,1.6635115,-2.6342258,1.3935231,0.058166865,2079.3577463295806,2405.9128499016088,4013.001776727421,0.048223219447089224,0.37351143,44,0
-276.45132,111.169495,10.146535,59.3888,5.878661,25.248892,-9.706845,-1.3427753,-12.019721,0.6682821,-9.708729,0.1467208,-2.7412474,-5.3120117,0.86739457,-8.487162,-2.1653132,-1.5782464,-0.5589353,-8.271322,0.1197563,2591.8394634868996,3057.6286360039635,5016.888286191145,0.05415426805165144,0.42643097,44,1
-395.48022,154.06982,-1.9555506,8.702226,15.750393,-14.24525,-9.369674,-5.730794,-9.437473,-6.0589314,-11.554295,-13.886518,-5.8889565,-3.5911212,-6.407358,-5.2929535,-1.9434948,-3.5634851,-7.713903,-3.637817,0.05737605,1455.4379947916118,1388.1209263015037,2618.4593023255816,0.04380580357142857,0.3673711,45,0
-243.22163,100.26697,7.630448,50.88061,8.505075,26.704435,-17.370655,7.62347,-6.4979715,9.751041,-7.1378245,6.8243484,4.1226954,-2.9428527,1.2457466,-3.2968333,1.6714606,-3.7258055,5.4527254,-5.9909763,0.12726855,3504.083732493827,3817.1321587866823,7224.362799057045,0.07429708606088944,0.52156866,45,1
-286.61517,135.45172,-13.205602,18.943645,-8.303166,-4.3222537,-22.075258,0.82661945,-6.5661564,-13.745871,2.7543058,1.3014909,1.4933158,4.2761583,4.811671,-0.5014093,4.8359575,-3.0997121,-6.5814767,-2.8236141,0.07065851,2532.300733609093,2523.6276868076525,4509.481794474511,0.07150637948091247,0.33984065,46,0
-511.022,92.88496,9.455931,44.366585,0.48580968,3.9596403,14.960627,-21.009441,-0.55905247,-0.38787842,-16.979969,1.114069,-2.6254663,-6.5076604,1.1328728,-2.1823719,-3.034536,-1.1084781,-1.0382055,-3.511841,0.018740177,2774.327857049241,2300.0060388897946,5007.693527918782,0.09085749127538072,0.46863934,46,1
-332.2452,150.91638,-5.170307,27.74504,8.84778,-0.80212146,-10.861244,-3.6153574,-5.7541394,-8.335498,2.3635392,-4.544393,-6.0561066,-1.7077136,-1.7689197,-5.294939,0.44290248,-0.5816952,-6.547754,-2.53882,0.04207377,1981.9609357740462,2331.27150316427,3890.4839984050095,0.047544563740548204,0.3901043,47,0
-290.96802,89.161064,6.407687,57.31156,1.515188,28.490917,-11.555937,-5.0365944,-7.451803,1.63805,-9.542448,4.1303363,0.9242383,-4.48219,2.3536277,-5.3571568,-5.8259892,-5.0860085,-0.50915086,-8.096506,0.07776001,3490.5868973117417,3705.9085680613034,7470.2416396722565,0.0725368923611111,0.45514387,47,1
-389.6785,111.68619,1.0633569,24.404041,-32.59091,1.9776565,-16.970295,-17.719254,-5.908999,-12.987336,-12.22182,-9.802018,-4.4413376,-10.678825,-9.616091,-8.760271,-6.443773,-7.540511,-8.694432,-9.406784,0.031539854,2989.819672389086,3200.700819426182,5929.417793440736,0.06692487323791714,0.33901682,48,0
-324.55884,120.646385,-3.6018798,51.012596,2.5795114,31.364058,-6.768253,-10.2192335,-2.6773918,-11.434838,-15.16936,-8.294628,-5.027872,-12.141599,-7.139357,-5.9726024,-10.857915,-7.443465,-2.1645126,-6.928227,0.086988166,2452.1689855386417,2756.376465640022,4629.046014908256,0.05761270785550459,0.38324824,48,1
-370.41394,133.02965,7.4341154,15.653756,-19.057226,0.112583786,-8.560004,-17.617008,-0.12743847,-6.6181726,-12.2354965,-1.2346748,-6.3310905,-11.34419,-6.1995025,-7.5466576,-5.1075025,-6.4424014,-7.579316,-3.9051762,0.043848336,2039.8033656290816,2452.873192660157,3598.2626271802324,0.04814063797757475,0.3519991,49,0
-252.11156,118.904884,8.691595,66.02658,3.7876744,24.221346,-16.009312,-5.91255,-6.7473817,-2.2037094,-11.8086405,0.11452452,-1.9112395,-4.9558606,-0.7426336,-3.544699,-3.026954,-5.4895654,2.2640815,-5.5727916,0.14204206,2748.5529107462517,3076.3975738648683,5270.186994175711,0.06510879607971556,0.43723974,49,1
-375.2187,125.49436,10.291852,21.313292,-17.352055,13.969011,-15.478942,-10.761958,-8.466555,1.8374212,-13.963739,-7.03073,-2.0726962,-5.874383,-4.10311,-7.439602,-2.252242,-2.33324,-3.3681886,-7.0872016,0.027139343,2983.0541579366095,3381.8440867779736,5782.696419118721,0.074930636682243,0.3701113,50,0
-267.10486,122.43105,6.1555796,47.3153,-2.1264684,17.085709,-10.327374,3.103373,-1.101701,-6.7234344,-8.332659,-6.4165893,-7.174952,-7.607039,-0.014269858,-2.3149753,7.606669e-05,-1.3903313,-1.7277204,-8.508994,0.11698919,2623.854453149067,2937.7768947867844,4876.308385970745,0.06438767453457447,0.41553262,50,1
-454.02216,99.70704,-16.166328,38.689182,-2.298005,18.652227,-15.587182,-4.879961,-0.8033789,-13.311415,-5.215665,-7.786262,-9.920412,-4.392908,-4.200491,-6.6530814,0.73402905,-14.256677,-10.848303,-10.773774,0.02345472,2980.6942573034003,3106.6974643264675,5690.835674157303,0.06288160307428214,0.33227205,13,0
-370.10678,69.43138,10.239223,32.59401,7.4887667,5.3150177,-7.6403956,2.4012842,-10.533319,-3.974808,-3.1394014,0.44238704,-3.9549756,-0.21179356,-1.2381126,-2.3015437,2.7181182,-2.7032416,-4.1294293,0.7854118,0.05262993,3861.984219932867,4181.96261360554,8327.455697408537,0.07663236788617886,0.39913186,14,0
-425.6121,174.72452,19.215588,26.40028,12.355578,-11.081931,2.4081964,-6.6980557,-10.747197,-4.5590286,-9.463763,-8.917141,-9.765676,-7.5330725,-0.262441,-7.737185,-8.191925,5.8134327,0.41693717,-7.9343762,0.0445421,1283.088276274783,1341.007429618965,2274.277052238806,0.036902402052238804,0.39402783,14,1
-323.15253,147.15884,-8.127609,4.2123404,19.062502,-3.0641415,-13.797394,-24.224743,-14.07133,-0.7522749,-7.2834063,-8.080433,-6.311734,-8.384444,-6.007273,-6.3160167,-5.5643845,-0.16671127,-1.8943175,-6.3229136,0.097190835,1514.1924494500472,1360.909099925147,2709.375,0.04477017000786163,0.3451863,15,0
-399.52658,182.35536,14.808926,20.82971,19.431843,-2.9612458,2.5808408,-3.2060428,-5.6691847,-6.8407435,-7.86948,-0.2477125,-7.504577,-9.379238,-0.4043719,-8.701028,-10.979664,-1.3121045,-3.4031157,-4.829426,0.052763652,991.5967933697301,1261.0408799315103,1706.4903846153845,0.022499332264957265,0.39710537,16,0
-402.06418,147.56636,5.3521743,21.73284,5.341646,-17.346972,3.9720092,-9.185874,-22.602503,-12.066524,-10.992656,-10.487381,-8.759439,-8.380636,-6.2252355,-8.815973,-7.514634,-2.1705184,-6.42181,-8.553651,0.059429046,1533.2391887270373,1485.6254450619267,2625.471105527638,0.0478834602701005,0.32253927,16,1
-404.1856,76.69733,11.603558,20.430384,9.181476,-5.937201,-21.371437,1.8424282,-8.567024,-6.415971,-1.3029639,-10.251941,-7.330198,1.1375834,-3.5604432,-3.6360352,-3.113458,-9.094368,-6.3808327,0.13871838,0.042897563,4172.847516162216,4384.909117713437,7906.6250138765545,0.09559124528197158,0.3206044,17,0
-331.26816,173.40218,-2.527127,14.99977,14.016968,-1.7653283,20.041655,1.3550196,-18.739857,-7.125131,0.15771341,-1.451579,-10.708653,-8.905095,3.9271364,-5.3402214,-15.505423,-3.0083728,0.6840034,-5.674388,0.10107922,1317.929648430862,1409.414405407717,2444.1964285714284,0.03245814732142857,0.44299537,17,1
-488.33102,120.472244,5.3086343,21.895128,15.076005,-2.1211753,3.3347788,-12.0158615,-10.528839,-2.2102914,-16.154879,-11.77945,0.15834677,-10.5220375,-12.888883,-1.8758155,-4.2542477,-8.549668,-6.5020337,-6.624836,0.026293984,1810.7357778590065,1652.2123418488422,3224.134103019538,0.0536233417517762,0.38356885,18,0
