Age,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
23,-307.8838195800781,117.99475860595703,16.569381713867188,44.028507232666016,19.957563400268555,22.612205505371094,-10.989654541015625,27.23202133178711,-3.5846047401428223,2.0060627460479736,-1.3924450874328613,2.27262544631958,4.6919379234313965,4.921123504638672,-2.2951431274414062,1.6918269395828247,-6.028733730316162,1.2399827241897583,2.414323568344116,-3.2662699222564697
23,-273.93194580078125,131.24534606933594,11.043013572692871,43.286319732666016,20.932125091552734,29.893259048461914,-17.139469146728516,26.836795806884766,-6.286216735839844,4.694931983947754,-4.603872299194336,1.2343041896820068,-3.1805500984191895,6.8805975914001465,-3.2794511318206787,2.4357478618621826,-8.169920921325684,2.1018457412719727,1.4975005388259888,-2.422184944152832
23,-311.40753173828125,123.11640167236328,5.606962203979492,55.20383834838867,28.798919677734375,34.517330169677734,-17.479938507080078,30.09882926940918,-16.70340919494629,5.471911907196045,5.465142726898193,2.925981283187866,-6.518729209899902,5.568425178527832,-3.13619065284729,1.5383589267730713,-4.318496227264404,6.02810525894165,0.14004532992839813,-4.1968793869018555
23,-272.34130859375,139.4494171142578,13.52612590789795,52.60427474975586,16.762001037597656,23.905704498291016,-16.00274658203125,24.55027961730957,-24.537052154541016,-0.6252237558364868,7.946961879730225,-1.9137204885482788,-8.949867248535156,7.64350700378418,-3.7122697830200195,1.5152862071990967,-0.4766397476196289,2.609698534011841,4.485205173492432,-0.37513208389282227
23,-348.6502380371094,115.89411163330078,25.11985969543457,43.86663818359375,25.304100036621094,24.242429733276367,-7.735670566558838,24.665836334228516,5.085687637329102,12.019403457641602,-6.561544418334961,-3.405466079711914,2.2423951625823975,10.43847942352295,-4.1332783699035645,1.1225910186767578,-4.003775596618652,-4.5928263664245605,6.536463737487793,1.785287857055664
23,-299.3399353027344,137.53367614746094,27.240093231201172,38.83440399169922,15.01172161102295,15.526025772094727,-18.71604347229004,24.445491790771484,1.8213645219802856,2.6016578674316406,-8.992036819458008,-3.3693149089813232,-1.1709190607070923,2.8362536430358887,-4.1356401443481445,1.5849496126174927,-10.645285606384277,-2.878415822982788,5.1785197257995605,-1.07419753074646
23,-303.61376953125,129.9655303955078,21.28790855407715,44.39813232421875,20.76296043395996,22.366910934448242,-14.604307174682617,25.48847007751465,5.818587779998779,5.966704368591309,-3.7479336261749268,1.2192387580871582,1.0699400901794434,4.7970428466796875,1.7028790712356567,3.2279698848724365,-7.58420991897583,-0.6215692162513733,4.550718784332275,-3.705897569656372
23,-312.7851867675781,160.70643615722656,29.124832153320312,30.2425594329834,13.353301048278809,12.505120277404785,-18.09298324584961,25.115455627441406,0.8250817656517029,7.261425971984863,-6.9694294929504395,0.8812275528907776,5.873054504394531,7.5693440437316895,0.8137430548667908,4.523581504821777,-9.896238327026367,-5.038970470428467,5.150747299194336,1.899489402770996
23,-345.93023681640625,114.84563446044922,25.38654327392578,59.4050407409668,29.180580139160156,31.440074920654297,-14.732293128967285,26.987953186035156,4.1780595779418945,11.850794792175293,-7.107553482055664,-6.8696699142456055,-4.598576545715332,7.840095043182373,-2.2513883113861084,4.138373851776123,-8.687616348266602,-3.3782238960266113,6.736260890960693,1.7611221075057983
23,-365.42755126953125,121.27896118164062,17.142288208007812,33.4254035949707,20.664581298828125,31.762767791748047,-6.342778205871582,30.598094940185547,2.0859029293060303,8.662446022033691,-1.498805284500122,5.2513580322265625,3.766026258468628,8.442728042602539,-6.948544502258301,3.609154462814331,-9.835622787475586,-3.0454421043395996,7.320193290710449,3.6742610931396484
17,-373.8514404296875,94.83174133300781,16.09165382385254,41.54344940185547,10.148514747619629,16.29405975341797,-13.881603240966797,23.41790008544922,-3.590003252029419,3.3471016883850098,-5.158956050872803,7.571659564971924,-5.223926544189453,1.0927807092666626,-7.527988910675049,5.00979471206665,-1.088117241859436,1.2662100791931152,-8.637290954589844,2.9552388191223145
17,-395.43682861328125,94.57301330566406,4.531710147857666,27.445737838745117,17.1259765625,22.829105377197266,-12.757284164428711,26.104869842529297,-5.604540824890137,0.9733477234840393,-5.381827354431152,8.562259674072266,-11.812849998474121,2.603534698486328,-8.797170639038086,2.074554681777954,2.432220458984375,0.10121603310108185,-9.426913261413574,6.956058025360107
17,-388.2196044921875,70.521240234375,9.560579299926758,59.22327423095703,16.388090133666992,21.580415725708008,-9.16482925415039,22.483139038085938,-5.463713645935059,6.285566806793213,-3.010974884033203,4.084345817565918,-3.467519998550415,6.555150985717773,-11.247468948364258,5.900010585784912,0.6239585280418396,0.03716780245304108,-6.955832004547119,3.230233907699585
17,-358.1509704589844,100.72438049316406,3.0375125408172607,52.08332061767578,13.967035293579102,9.207815170288086,-18.993717193603516,22.69905662536621,-10.458392143249512,-1.1694966554641724,-2.34169864654541,4.597666263580322,-7.018120765686035,13.572583198547363,-8.7833251953125,3.9989237785339355,4.652349472045898,0.3708464205265045,-9.269549369812012,7.2748613357543945
17,-370.31036376953125,87.728515625,25.59833335876465,50.38523483276367,11.586454391479492,18.93939208984375,-12.080621719360352,23.670076370239258,0.15450219810009003,5.130395412445068,-9.562524795532227,0.5994916558265686,1.7673619985580444,2.9208481311798096,-13.28758716583252,6.52442741394043,-0.05704266205430031,0.18524585664272308,-5.2626872062683105,-2.6329126358032227
17,-405.1747131347656,76.14093780517578,22.655256271362305,46.981597900390625,13.232336044311523,21.030241012573242,-15.76350212097168,21.89710807800293,2.915562629699707,7.660666465759277,-16.09287452697754,4.1963090896606445,-1.7889982461929321,-0.8152855634689331,-16.49228858947754,10.831208229064941,1.0149948596954346,2.8288733959198,-4.050499439239502,-2.4037232398986816
17,-410.20941162109375,74.36662292480469,20.96642303466797,47.52256774902344,23.93631362915039,22.062068939208984,-13.85300064086914,14.468301773071289,3.6982502937316895,8.694389343261719,-10.003580093383789,4.768548965454102,1.4883818626403809,-2.4146578311920166,-14.520792961120605,8.05449104309082,0.546995222568512,-1.5115742683410645,-2.686770439147949,-4.216229438781738
17,-384.3273010253906,104.44247436523438,31.595806121826172,36.664615631103516,3.605010747909546,12.904013633728027,-11.906363487243652,25.371728897094727,7.200055122375488,6.075156211853027,-14.705235481262207,9.001276016235352,4.2542219161987305,-2.9526052474975586,-15.180817604064941,6.866113185882568,-1.3806400299072266,1.0863957405090332,-2.402850389480591,-2.0770339965820312
17,-362.534912109375,99.26889038085938,22.359630584716797,47.820457458496094,11.724568367004395,19.961772918701172,-15.2395601272583,20.017370223999023,-5.426202774047852,2.321737766265869,-11.23844051361084,0.7451602220535278,2.4998066425323486,9.69926929473877,-15.757015228271484,2.1491940021514893,-0.30688175559043884,1.959417462348938,-5.206315040588379,-0.7521302103996277
17,-386.5332336425781,93.99143981933594,24.166608810424805,39.7130126953125,8.819231033325195,20.10829734802246,-13.98721981048584,22.79620933532715,2.3493716716766357,9.251006126403809,-16.84951400756836,2.4829483032226562,1.8273743391036987,7.135058879852295,-15.872434616088867,9.02485466003418,-0.7999531626701355,-0.27690479159355164,-3.0068068504333496,1.222861409187317
22,-319.5961608886719,106.2851333618164,12.649151802062988,30.062084197998047,10.161857604980469,5.249728202819824,-13.302470207214355,13.120607376098633,-2.7779054641723633,2.2480721473693848,11.067700386047363,-0.7785900235176086,-11.189004898071289,9.876171112060547,-4.238021373748779,-5.390985488891602,1.6129482984542847,-0.5051347613334656,-3.7336649894714355,-0.5506960153579712
22,-328.0852966308594,107.5364761352539,-6.164840221405029,32.459075927734375,17.631216049194336,9.629388809204102,-23.891632080078125,13.77761459350586,-7.9055562019348145,4.232592582702637,3.1344316005706787,-2.437425136566162,-16.251934051513672,16.925710678100586,-9.712667465209961,-1.4630807638168335,-1.5888177156448364,-2.4670822620391846,-5.625999927520752,-0.11591257154941559
22,-337.1593933105469,91.6234130859375,17.045021057128906,47.5116081237793,9.374767303466797,18.63837242126465,-18.526790618896484,12.532668113708496,-12.236727714538574,1.9344655275344849,10.161025047302246,-3.565422296524048,-11.787282943725586,13.529806137084961,-9.962544441223145,-1.5112041234970093,2.332545042037964,1.2895541191101074,-6.467419147491455,1.4303412437438965
22,-276.21990966796875,102.4688491821289,0.45673319697380066,42.35212707519531,2.0148091316223145,5.4424638748168945,-14.880027770996094,8.340921401977539,-6.591403961181641,-1.4522405862808228,5.121677398681641,0.626063883304596,-4.058835029602051,8.508814811706543,-5.599215984344482,-3.3337433338165283,0.6724160313606262,-2.68890118598938,-3.199902296066284,0.8814080953598022
22,-335.8371887207031,101.53262329101562,7.378655433654785,41.33835983276367,5.003268241882324,4.165894985198975,-12.26070785522461,17.045860290527344,-4.286835670471191,4.497453689575195,3.9703636169433594,-1.9943678379058838,-8.397790908813477,13.91880989074707,-10.262462615966797,-3.610625743865967,2.4900388717651367,-0.6521074175834656,-3.5306270122528076,0.42643657326698303
22,-351.4422912597656,114.68850708007812,22.535871505737305,27.52581024169922,-0.493997722864151,-5.113253593444824,-10.848214149475098,15.194674491882324,-4.340092658996582,2.982638120651245,6.534606456756592,-4.161238193511963,-11.885599136352539,16.864843368530273,-11.145483016967773,-9.937305450439453,2.3861238956451416,0.5535291433334351,-2.0434796810150146,-3.8723440170288086
22,-293.0401306152344,113.70465087890625,10.713504791259766,45.16728210449219,19.0909366607666,11.879094123840332,-20.729875564575195,5.726810455322266,-4.375436782836914,1.052751064300537,4.524825096130371,-6.050495624542236,-10.143586158752441,10.944215774536133,-10.88326644897461,-7.367538928985596,-1.3449214696884155,-0.5688298940658569,-1.7575792074203491,-2.5397305488586426
22,-316.1983337402344,120.4428482055664,20.851516723632812,26.008073806762695,-8.504060745239258,-5.186002254486084,-9.89773178100586,17.73702621459961,-0.8370684385299683,-0.21298091113567352,1.200714111328125,-1.263020634651184,-8.417640686035156,14.221380233764648,-8.588706970214844,-7.018304824829102,0.14645662903785706,-2.7460074424743652,-5.3530073165893555,-2.3563318252563477
22,-324.55078125,114.75057983398438,11.984222412109375,42.63530731201172,1.599530577659607,1.681082844734192,-16.027103424072266,15.413885116577148,-5.811575412750244,0.8429325819015503,1.238476276397705,-4.252548694610596,-9.998870849609375,15.071276664733887,-13.576547622680664,-4.9875969886779785,0.5183684229850769,-1.2729805707931519,-6.966849327087402,-1.8599683046340942
22,-321.5356750488281,113.50184631347656,5.315028667449951,21.40835952758789,2.9553463459014893,6.218811988830566,-16.502674102783203,13.403841972351074,-7.963541030883789,3.631849765777588,6.608166694641113,-4.774538516998291,-8.465983390808105,13.5775728225708,-12.639451026916504,-3.7257890701293945,1.736723780632019,-1.5555505752563477,-3.247279644012451,0.5602100491523743
21,-371.7442321777344,118.9400863647461,1.8741530179977417,26.98170280456543,17.142410278320312,16.950786590576172,-20.17905044555664,15.359416961669922,-2.2537710666656494,-1.2181150913238525,7.108901500701904,2.9537532329559326,-5.862770080566406,14.396561622619629,-7.022014617919922,-3.727220058441162,2.6628735065460205,-3.6338014602661133,0.7060865163803101,-3.166184902191162
21,-338.246337890625,137.1374053955078,-19.838956832885742,15.220422744750977,20.814800262451172,27.7921142578125,-29.936939239501953,16.079179763793945,-8.686402320861816,-0.12734736502170563,7.897003650665283,-2.1052980422973633,-10.710461616516113,11.821239471435547,-9.739900588989258,-0.9016414284706116,-0.2632334530353546,0.10392746329307556,-2.985229730606079,-1.6408284902572632
21,-356.8407897949219,92.49280548095703,-9.196866035461426,41.34756851196289,15.288206100463867,27.53839683532715,-21.099475860595703,14.656392097473145,-8.83780288696289,12.956727981567383,2.858768939971924,-2.0186350345611572,-5.667680740356445,7.6832709312438965,-5.529581546783447,5.174802780151367,-0.7960509061813354,5.159508228302002,-1.4069017171859741,1.1622790098190308
21,-327.9394226074219,123.23487854003906,-13.284998893737793,37.953407287597656,10.608248710632324,10.331496238708496,-19.33963966369629,13.012685775756836,-9.463385581970215,-1.4557347297668457,5.837162494659424,1.6471859216690063,-8.491353034973145,11.117756843566895,3.572378635406494,-3.5531845092773438,3.477729082107544,5.560635566711426,-2.7900688648223877,0.6991533637046814
21,-338.2767333984375,109.98109436035156,-2.5696640014648438,40.00431442260742,8.53433895111084,15.092192649841309,-25.16512107849121,17.471302032470703,3.7507660388946533,6.650909900665283,-6.401580810546875,0.9408655166625977,-6.851359844207764,2.032057762145996,-3.8175690174102783,2.1337902545928955,-5.367313861846924,3.2068557739257812,-0.5282832384109497,-5.851840019226074
21,-400.0135498046875,115.8632583618164,6.40730094909668,31.872587203979492,7.442358493804932,12.220211029052734,-14.227648735046387,21.916208267211914,-6.197085857391357,4.1873016357421875,3.866410255432129,2.058195114135742,-11.618783950805664,18.796302795410156,-10.441596031188965,-1.7392553091049194,5.144108772277832,-2.412994384765625,-2.5665082931518555,2.040437936782837
21,-364.3079833984375,117.39785766601562,4.7210917472839355,33.505950927734375,22.79747200012207,18.597902297973633,-18.82345199584961,13.741304397583008,-1.4994844198226929,1.1725380420684814,7.729649543762207,-1.7112034559249878,-8.462101936340332,7.268835544586182,-4.191951274871826,0.5964597463607788,3.9072177410125732,-1.2637114524841309,-0.20037728548049927,-0.08650219440460205
21,-394.9158020019531,120.53996276855469,29.31214714050293,24.57660484313965,2.096313714981079,2.291438102722168,-19.370641708374023,13.280391693115234,6.518593788146973,9.153142929077148,-7.807147026062012,8.481167793273926,3.6518218517303467,1.4415241479873657,-0.4837683439254761,6.092946529388428,-5.206695556640625,3.6838090419769287,2.21256685256958,-5.350037097930908
