Age,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
Young,-347.40960693359375,99.55294799804688,-8.431785583496094,35.77128219604492,2.992955446243286,13.365059852600098,-21.423858642578125,20.79343605041504,-9.65155029296875,-0.5425684452056885,2.074714183807373,4.419654846191406,-7.877143859863281,10.168479919433594,-6.623797416687012,7.919766426086426,1.529517650604248,-0.3724197447299957,-4.235569000244141,5.359349727630615
Young,-372.3378601074219,111.21533966064453,-2.305910348892212,34.638572692871094,10.030447006225586,13.51729679107666,-18.71673583984375,17.538837432861328,-5.305826187133789,3.4986231327056885,-5.9811811447143555,6.876701354980469,-5.241451740264893,9.389799118041992,-9.338523864746094,7.838685512542725,2.527524471282959,0.8541168570518494,-1.8428983688354492,2.989926338195801
Young,-396.73382568359375,89.10810852050781,14.423751831054688,39.631988525390625,12.070136070251465,15.97695541381836,-10.095880508422852,17.772119522094727,-0.5303446054458618,2.4190480709075928,-1.0953023433685303,3.073070526123047,-1.4336392879486084,4.962399005889893,-3.287100076675415,4.856647968292236,1.8142962455749512,2.3876328468322754,0.7035143375396729,1.175459623336792
Young,-422.6041259765625,70.90409851074219,10.710291862487793,33.70334243774414,10.555254936218262,17.392837524414062,-13.155244827270508,13.16769790649414,0.043060462921857834,12.459112167358398,-8.45119571685791,-0.18537358939647675,2.77477765083313,12.751148223876953,-10.238972663879395,-0.7253566384315491,2.489755392074585,3.4188554286956787,-2.390218734741211,-0.08833619207143784
Young,-369.7628479003906,143.68470764160156,3.461970090866089,22.004779815673828,9.446449279785156,18.78712272644043,-2.199434518814087,-2.8551247119903564,-0.14926376938819885,0.3752005398273468,-1.553188443183899,0.9015722870826721,1.0655131340026855,-1.6591954231262207,0.326271653175354,0.0420568510890007,-3.8987371921539307,-3.960183620452881,5.6248555183410645,-2.662022829055786
Young,-375.5658874511719,174.16351318359375,22.51416015625,30.09653091430664,18.357402801513672,8.41043472290039,-1.7032700777053833,1.10283625125885,7.726471900939941,7.238460063934326,-3.04606556892395,-5.1294636726379395,1.3605878353118896,-0.7443998456001282,-1.186867356300354,-1.1973419189453125,-2.657215118408203,-6.589104175567627,-3.2479259967803955,-1.8004353046417236
Middle age,-390.7912902832031,89.18489074707031,12.610785484313965,42.18912887573242,8.210871696472168,14.417221069335938,-10.014751434326172,22.120834350585938,-3.5756099224090576,-2.0844345092773438,3.6305108070373535,-0.12962958216667175,-18.73988914489746,11.593385696411133,-7.473215579986572,-6.712951183319092,-5.700860023498535,7.490914821624756,-9.662656784057617,3.843634605407715
Middle age,-373.0627136230469,102.87678527832031,3.5450191497802734,23.891820907592773,12.280945777893066,4.257191181182861,-14.122021675109863,14.809263229370117,-7.712562561035156,-4.361877918243408,1.9976128339767456,2.643402338027954,-14.35568904876709,7.959283828735352,0.7851162552833557,-6.415630340576172,-2.1963257789611816,7.9981584548950195,-7.09334135055542,7.587471961975098
Middle age,-407.6982727050781,226.76121520996094,-19.82415199279785,5.827704429626465,19.994834899902344,-8.359230041503906,0.4735737442970276,-10.781890869140625,-1.9696818590164185,9.116519927978516,-13.584256172180176,-0.9005026817321777,10.644734382629395,-9.048697471618652,-3.0737156867980957,2.76788067817688,-7.6127095222473145,-0.5599852204322815,-0.17506816983222961,-7.708423137664795
Middle age,-371.8647155761719,233.01690673828125,-30.1534481048584,-2.7685458660125732,23.389719009399414,-5.276582717895508,-1.2570159435272217,-10.609749794006348,-1.6488522291183472,6.827830791473389,-14.05978012084961,-1.571471095085144,6.6632537841796875,-10.603271484375,-2.0540928840637207,2.1669650077819824,-8.1441068649292,-2.122807264328003,-1.393892765045166,-5.684052467346191
Young,-326.105712890625,117.40666198730469,12.37417984008789,40.46102523803711,3.040687322616577,17.448341369628906,-8.0313081741333,15.382923126220703,-9.986753463745117,3.6699845790863037,-2.385331869125366,4.686405658721924,-12.837642669677734,11.841925621032715,-2.856135368347168,0.02211051806807518,-6.285531044006348,7.447642803192139,-5.082394599914551,6.065462112426758
Young,-387.6837463378906,108.20220947265625,21.607017517089844,23.545207977294922,24.440366744995117,9.813796043395996,-8.506932258605957,-1.8623452186584473,-0.7110423445701599,0.7934781312942505,9.946463584899902,-4.952667713165283,-4.7325592041015625,5.146725177764893,-1.0263941287994385,-0.7394294738769531,3.2510688304901123,0.331246554851532,-1.9165934324264526,1.121665596961975
Young,-391.51641845703125,68.43205261230469,6.519404888153076,41.92515182495117,16.85219383239746,18.055164337158203,-14.116019248962402,23.32881736755371,-4.212728023529053,4.102787971496582,-6.884090900421143,21.92003059387207,-8.015054702758789,1.9763553142547607,5.658076286315918,13.364999771118164,-10.752182960510254,9.78499698638916,-9.201408386230469,3.33268404006958
Young,-345.25311279296875,82.50293731689453,-0.508682131767273,24.585647583007812,13.391067504882812,16.306013107299805,-21.68474769592285,19.786548614501953,0.6450502872467041,3.4846184253692627,-11.068303108215332,24.70004653930664,-8.21159553527832,-0.3759235739707947,8.066461563110352,10.619588851928711,-15.460253715515137,16.93711280822754,-6.7218451499938965,-4.283451080322266
Middle age,-398.362548828125,132.40684509277344,14.553779602050781,26.094018936157227,-7.06495475769043,13.865015983581543,-3.9527599811553955,-1.1053485870361328,-10.277900695800781,4.521417617797852,3.2573935985565186,-5.994348049163818,3.003953695297241,-5.393732070922852,-4.455699443817139,-3.016148328781128,-0.5950551629066467,-3.210737943649292,-3.3379833698272705,-0.9261936545372009
